docking_rank,candidate_id,chunk_id,source_models,minimized_affinity_kcal_mol,cnn_score,cnn_affinity,cnn_vs,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,parent_inchi_key,parent_smiles,canonical_smiles,generated_smiles,pose_sdf,analysis_smiles,murcko_scaffold,generic_murcko_scaffold,structure_qc_flags,pose_qc_pass,pose_qc_flags,ecfp_cluster_id,selected_for_admet,selected_for_pre_admet_md,admet_selection_rank,pre_admet_md_selection_rank
617,FXIA-GEN-019564,0040,reinvent_denovo,-10.46434,0.9437376261,7.5556082726,7.1305117607,475.892,136.12,4.074,3.0,5.0,6.0,0.0,3.404,0.0,0.179,0.18,NOIIPVWRVKULSZ-UHFFFAOYSA-N,Cn1c(C(N)=O)cc2c(-c3c[nH]c4ncc(Cl)cc34)ncc(OC(C(=O)O)c3ccccc3)c21,Cn1c(C(N)=O)cc2c(-c3c[nH]c4ncc(Cl)cc34)ncc(OC(C(=O)O)c3ccccc3)c21,Cn1c(C(N)=O)cc2c(-c3c[nH]c4ncc(Cl)cc34)ncc(OC(C(=O)O)c3ccccc3)c21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0040_gnina_poses.sdf,Cn1c(C(N)=O)cc2c(-c3c[nH]c4ncc(Cl)cc34)ncc(OC(C(=O)O)c3ccccc3)c21,c1ccc(COc2cnc(-c3c[nH]c4ncccc34)c3cc[nH]c23)cc1,C1CCC(CCC2CCC(C3CCC4CCCCC43)C3CCCC23)CC1,ok,true,ok,448,true,false,449,
619,FXIA-GEN-027002,0055,reinvent_denovo,-7.88322,0.9437013865,6.6705331802,6.2949914932,420.849,107.77,4.07,1.0,6.0,8.0,0.0,2.66,0.0,0.182,0.182,SKBLWDAHPDSXDQ-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1C(=O)NC(CC(=O)OC(C)C)c1ccccc1Cl,COc1ccc([N+](=O)[O-])cc1C(=O)NC(CC(=O)OC(C)C)c1ccccc1Cl,COc1ccc([N+](=O)[O-])cc1C(=O)NC(CC(=O)OC(C)C)c1ccccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0055_gnina_poses.sdf,COc1ccc([N+](=O)[O-])cc1C(=O)NC(CC(=O)OC(C)C)c1ccccc1Cl,O=C(NCc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,ok,true,ok,449,true,false,450,
620,FXIA-GEN-036592,0074,reinvent_denovo,-8.89484,0.9436779618,6.2035422325,5.8541460037,396.402,92.34,2.668,2.0,5.0,4.0,0.0,3.574,0.0,0.087,0.151,ZGVOYNWNGLMFPZ-UHFFFAOYSA-N,O=C1NC2(C(=O)c3ccccc3)C(=O)c3ccccc3NC12C(=O)c1ccccc1,O=C1NC2(C(=O)c3ccccc3)C(=O)c3ccccc3NC12C(=O)c1ccccc1,O=C1NC2(C(=O)c3ccccc3)C(=O)c3ccccc3NC12C(=O)c1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf,O=C1NC2(C(=O)c3ccccc3)C(=O)c3ccccc3NC12C(=O)c1ccccc1,O=C1NC2(C(=O)c3ccccc3)C(=O)c3ccccc3NC12C(=O)c1ccccc1,CC1CC2(C(C)C3CCCCC3)C(C)C3CCCCC3CC12C(C)C1CCCCC1,ok,true,ok,450,true,false,451,
621,FXIA-GEN-021217,0043,reinvent_denovo,-8.5544,0.9436074495,6.4796748161,6.1142692566,397.862,74.58,4.181,2.0,4.0,6.0,0.0,2.063,0.0,0.136,0.172,ORAAAQTXFGGITH-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)NCc2ccco2)cc1NC(=O)c1cccc(Cl)c1,CN(C)c1ccc(C(=O)NCc2ccco2)cc1NC(=O)c1cccc(Cl)c1,CN(C)c1ccc(C(=O)NCc2ccco2)cc1NC(=O)c1cccc(Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0043_gnina_poses.sdf,CN(C)c1ccc(C(=O)NCc2ccco2)cc1NC(=O)c1cccc(Cl)c1,O=C(NCc1ccco1)c1cccc(NC(=O)c2ccccc2)c1,CC(CC1CCCC(C(C)CCC2CCCC2)C1)C1CCCCC1,ok,true,ok,451,true,false,452,
622,FXIA-GEN-033625,0068,reinvent_denovo,-8.26814,0.9435942173,6.5069327354,6.1399040222,411.479,89.54,3.358,1.0,5.0,7.0,0.0,2.077,0.0,0.109,0.155,XJRYZTUBVWKPIK-UHFFFAOYSA-N,CS(=O)(=O)c1c(NC(=O)COC(=O)CCc2ccccc2)ccc2ccccc12,CS(=O)(=O)c1c(NC(=O)COC(=O)CCc2ccccc2)ccc2ccccc12,CS(=O)(=O)c1c(NC(=O)COC(=O)CCc2ccccc2)ccc2ccccc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0068_gnina_poses.sdf,CS(=O)(=O)c1c(NC(=O)COC(=O)CCc2ccccc2)ccc2ccccc12,O=C(COC(=O)CCc1ccccc1)Nc1ccc2ccccc2c1,CC(CCC(C)CC1CCC2CCCCC2C1)CCC1CCCCC1,ok,true,ok,452,true,false,453,
623,FXIA-GEN-009238,0019,reinvent_denovo,-7.64028,0.9435819983,6.3288874626,5.9718241692,405.472,101.93,2.538,2.0,7.0,9.0,0.0,2.836,0.0,0.156,0.156,GXRCEANGXBBVGS-UHFFFAOYSA-N,COC(=O)C(CCSCC(=O)c1ccc2c(OC)cccc2c1O)NC(C)=O,COC(=O)C(CCSCC(=O)c1ccc2c(OC)cccc2c1O)NC(C)=O,COC(=O)C(CCSCC(=O)c1ccc2c(OC)cccc2c1O)NC(C)=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0019_gnina_poses.sdf,COC(=O)C(CCSCC(=O)c1ccc2c(OC)cccc2c1O)NC(C)=O,c1ccc2ccccc2c1,C1CCC2CCCCC2C1,ok,true,ok,453,true,false,454,
624,FXIA-GEN-002707,0006,reinvent_denovo,-8.72599,0.9435694814,6.5510659218,6.181385994,429.473,103.17,3.705,1.0,7.0,8.0,0.0,2.669,0.0,0.152,0.191,BTRXGBNUIRQZCU-UHFFFAOYSA-N,COc1cc(OC)c(C2CCCN2CC(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1OC,COc1cc(OC)c(C2CCCN2CC(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1OC,COc1cc(OC)c(C2CCCN2CC(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0006_gnina_poses.sdf,COc1cc(OC)c(C2CCCN2CC(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1OC,O=C(CN1CCCC1c1ccccc1)Nc1ccccc1,CC(CC1CCCCC1)CC1CCCC1C1CCCCC1,ok,true,ok,454,true,false,455,
626,FXIA-GEN-003716,0008,linkinvent,-9.53886,0.9435298443,7.552093029,7.1256251335,464.457,138.03,1.163,2.0,6.0,7.0,0.0,3.368,0.0,0.184,0.34,CKBVAZVTEYGPGC-UHFFFAOYSA-N,Cn1nncc1-c1ccc(Cn2c(=O)c(O)cn(C(CC(N)=O)c3ccc(F)cc3)c2=O)cc1,Cn1nncc1-c1ccc(Cn2c(=O)c(O)cn(C(CC(N)=O)c3ccc(F)cc3)c2=O)cc1,Cn1nncc1-c1ccc(Cn2c(=O)c(O)cn(C(CC(N)=O)c3ccc(F)cc3)c2=O)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0008_gnina_poses.sdf,Cn1nncc1-c1ccc(Cn2c(=O)c(O)cn(C(CC(N)=O)c3ccc(F)cc3)c2=O)cc1,O=c1ccn(Cc2ccccc2)c(=O)n1Cc1ccc(-c2cnn[nH]2)cc1,CC1CCC(CC2CCCCC2)C(C)C1CC1CCC(C2CCCC2)CC1,ok,true,ok,455,true,false,456,
627,FXIA-GEN-006285,0013,reinvent_denovo,-7.91346,0.9434340596,6.7413678169,6.3600358963,427.979,92.5,3.684,2.0,5.0,8.0,0.0,2.164,0.0,0.183,0.202,FARJGIDNOCJECG-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CSc2ccc(N)cc2Cl)cc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CSc2ccc(N)cc2Cl)cc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CSc2ccc(N)cc2Cl)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0013_gnina_poses.sdf,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CSc2ccc(N)cc2Cl)cc1,O=C(CSc1ccccc1)Nc1ccccc1,CC(CCC1CCCCC1)CC1CCCCC1,ok,true,ok,456,true,false,457,
628,FXIA-GEN-007794,0016,reinvent_denovo,-8.22314,0.9434232116,6.4084954262,6.045923233,396.915,60.03,2.404,1.0,5.0,7.0,0.0,2.616,0.0,0.149,0.209,GAFSXFDMOMATCA-UHFFFAOYSA-N,COCCN1CCC(C(=O)NCC2(c3cccc(Cl)c3)OCCCO2)CC1,COCCN1CCC(C(=O)NCC2(c3cccc(Cl)c3)OCCCO2)CC1,COCCN1CCC(C(=O)NCC2(c3cccc(Cl)c3)OCCCO2)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0016_gnina_poses.sdf,COCCN1CCC(C(=O)NCC2(c3cccc(Cl)c3)OCCCO2)CC1,O=C(NCC1(c2ccccc2)OCCCO1)C1CCNCC1,CC(CCC1(C2CCCCC2)CCCCC1)C1CCCCC1,ok,true,ok,457,true,false,458,
629,FXIA-GEN-003011,0007,reinvent_denovo,-7.12045,0.9433761239,7.0412421227,6.6425395012,417.527,73.86,4.392,1.0,6.0,8.0,0.0,2.167,0.0,0.162,0.165,BYSKAFCTGGPXMX-UHFFFAOYSA-N,CCOc1ccc(CCC(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc1OC,CCOc1ccc(CCC(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc1OC,CCOc1ccc(CCC(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,CCOc1ccc(CCC(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc1OC,O=C(CCc1ccccc1)Nc1cc2c(s1)CCCC2,CC(CCC1CCCCC1)CC1CC2CCCCC2C1,ok,true,ok,458,true,false,459,
632,FXIA-GEN-021174,0043,reinvent_denovo,-8.79438,0.9432951808,6.1643919945,5.8148412704,367.401,68.23,2.862,1.0,5.0,5.0,0.0,3.431,0.0,0.122,0.146,OQGXSGMJXZSRHM-UHFFFAOYSA-N,C=CCC1(O)CN(c2ccc(OC)cc2)C(=O)C1c1ccc2c(c1)OCO2,C=CCC1(O)CN(c2ccc(OC)cc2)C(=O)C1c1ccc2c(c1)OCO2,C=CCC1(O)CN(c2ccc(OC)cc2)C(=O)C1c1ccc2c(c1)OCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0043_gnina_poses.sdf,C=CCC1(O)CN(c2ccc(OC)cc2)C(=O)C1c1ccc2c(c1)OCO2,O=C1C(c2ccc3c(c2)OCO3)CCN1c1ccccc1,CC1C(C2CCCCC2)CCC1C1CCC2CCCC2C1,ok,true,ok,459,true,false,460,
637,FXIA-GEN-037442,0075,reinvent_denovo,-8.73379,0.9430959225,6.1525483131,5.8024430275,382.199,73.86,3.56,1.0,5.0,4.0,0.0,2.014,0.0,0.163,0.207,ZVSCUOTYSAKEPN-UHFFFAOYSA-N,O=C(COC(=O)c1cccc(Cl)c1Cl)Nc1ccc2c(c1)OCCO2,O=C(COC(=O)c1cccc(Cl)c1Cl)Nc1ccc2c(c1)OCCO2,O=C(COC(=O)c1cccc(Cl)c1Cl)Nc1ccc2c(c1)OCCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf,O=C(COC(=O)c1cccc(Cl)c1Cl)Nc1ccc2c(c1)OCCO2,O=C(COC(=O)c1ccccc1)Nc1ccc2c(c1)OCCO2,CC(CCC(C)C1CCCCC1)CC1CCC2CCCCC2C1,ok,true,ok,460,true,false,461,
638,FXIA-GEN-032023,0065,reinvent_denovo,-8.74038,0.9430831075,6.4323143959,6.0662069321,369.465,78.51,2.681,2.0,3.0,3.0,0.0,3.708,0.0,0.127,0.193,WJFZVRPDUVZPJG-UHFFFAOYSA-N,CC1CCCCC12NC(=O)N(CC(=O)NC1CCCc3ccccc31)C2=O,CC1CCCCC12NC(=O)N(CC(=O)NC1CCCc3ccccc31)C2=O,CC1CCCCC12NC(=O)N(CC(=O)NC1CCCc3ccccc31)C2=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf,CC1CCCCC12NC(=O)N(CC(=O)NC1CCCc3ccccc31)C2=O,O=C(CN1C(=O)NC2(CCCCC2)C1=O)NC1CCCc2ccccc21,CC(CC1CCCC2CCCCC21)CC1C(C)CC2(CCCCC2)C1C,ok,true,ok,461,true,false,462,
639,FXIA-GEN-013149,0027,reinvent_denovo,-7.83387,0.9430262446,6.1900463104,5.8373761177,362.407,101.4,2.095,2.0,5.0,6.0,0.0,2.315,0.0,0.107,0.139,JKTYTQBJKMASKM-UHFFFAOYSA-N,Cc1ccc(C)c(OCCNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1,Cc1ccc(C)c(OCCNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1,Cc1ccc(C)c(OCCNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0027_gnina_poses.sdf,Cc1ccc(C)c(OCCNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1,O=c1[nH]c2ccc(S(=O)(=O)NCCOc3ccccc3)cc2o1,CC1CC2CCC(C(C)(C)CCCCC3CCCCC3)CC2C1,ok,true,ok,462,true,false,463,
640,FXIA-GEN-000439,0001,reinvent_denovo,-7.36881,0.9429823756,6.5169825554,6.1453995705,379.432,67.63,2.752,0.0,6.0,8.0,0.0,3.99,0.0,0.119,0.132,AHHMXFJMGMBRPY-UHFFFAOYSA-N,COc1ccc(COC(C2COC(C)(Cn3cncn3)O2)C(C)(C)F)cc1,COc1ccc(COC(C2COC(C)(Cn3cncn3)O2)C(C)(C)F)cc1,COc1ccc(COC(C2COC(C)(Cn3cncn3)O2)C(C)(C)F)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0001_gnina_poses.sdf,COc1ccc(COC(C2COC(C)(Cn3cncn3)O2)C(C)(C)F)cc1,c1ccc(COCC2COC(Cn3cncn3)O2)cc1,C1CCC(CCCC2CCC(CC3CCCC3)C2)CC1,ok,true,ok,463,true,false,464,
641,FXIA-GEN-008079,0017,reinvent_denovo,-9.28027,0.9429534078,6.3910422325,6.0264549255,369.377,89.99,1.22,1.0,6.0,5.0,0.0,2.745,0.0,0.1,0.157,GEUJFYQQSZGABD-UHFFFAOYSA-N,O=C(NCC(=O)N1CCC(Oc2ccccn2)C1)c1ccc2c(c1)OCO2,O=C(NCC(=O)N1CCC(Oc2ccccn2)C1)c1ccc2c(c1)OCO2,O=C(NCC(=O)N1CCC(Oc2ccccn2)C1)c1ccc2c(c1)OCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0017_gnina_poses.sdf,O=C(NCC(=O)N1CCC(Oc2ccccn2)C1)c1ccc2c(c1)OCO2,O=C(NCC(=O)N1CCC(Oc2ccccn2)C1)c1ccc2c(c1)OCO2,CC(CCC(C)C1CCC2CCCC2C1)C1CCC(CC2CCCCC2)C1,ok,true,ok,464,true,false,465,
642,FXIA-GEN-016513,0034,reinvent_denovo,-8.73959,0.9429449439,6.8996539116,6.5059938431,380.496,101.62,3.249,3.0,4.0,6.0,0.0,3.075,0.0,0.129,0.202,LQBMHOROAUOJPP-UHFFFAOYSA-N,Cn1ccnc1C(NC(=O)CCc1ccc2nc(N)[nH]c2c1)C1CCCCC1,Cn1ccnc1C(NC(=O)CCc1ccc2nc(N)[nH]c2c1)C1CCCCC1,Cn1ccnc1C(NC(=O)CCc1ccc2nc(N)[nH]c2c1)C1CCCCC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf,Cn1ccnc1C(NC(=O)CCc1ccc2nc(N)[nH]c2c1)C1CCCCC1,O=C(CCc1ccc2nc[nH]c2c1)NC(c1ncc[nH]1)C1CCCCC1,CC(CCC1CCC2CCCC2C1)CC(C1CCCCC1)C1CCCC1,ok,true,ok,465,true,false,466,
644,FXIA-GEN-034651,0070,reinvent_denovo,-7.04945,0.9429051876,6.1355347633,5.7852277756,390.248,99.6,3.541,2.0,4.0,4.0,0.0,2.585,0.0,0.139,0.202,YBAORFZNDLMBAS-UHFFFAOYSA-N,CN(C(=O)O)c1cc(-c2ccc(Cl)c(Cl)c2)c(NS(C)(=O)=O)cn1,CN(C(=O)O)c1cc(-c2ccc(Cl)c(Cl)c2)c(NS(C)(=O)=O)cn1,CN(C(=O)O)c1cc(-c2ccc(Cl)c(Cl)c2)c(NS(C)(=O)=O)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0070_gnina_poses.sdf,CN(C(=O)O)c1cc(-c2ccc(Cl)c(Cl)c2)c(NS(C)(=O)=O)cn1,c1ccc(-c2ccncc2)cc1,C1CCC(C2CCCCC2)CC1,ok,true,ok,466,true,false,467,
645,FXIA-GEN-037184,0075,reinvent_denovo,-8.42907,0.9429050684,6.4735536575,6.1039466858,429.432,103.55,3.964,1.0,7.0,8.0,0.0,2.191,0.0,0.136,0.172,ZRLYJCWLSFCBDC-UHFFFAOYSA-N,O=C(COC(=O)COc1ccc(-c2ccccc2)cc1)Nc1ccccc1-c1nnco1,O=C(COC(=O)COc1ccc(-c2ccccc2)cc1)Nc1ccccc1-c1nnco1,O=C(COC(=O)COc1ccc(-c2ccccc2)cc1)Nc1ccccc1-c1nnco1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf,O=C(COC(=O)COc1ccc(-c2ccccc2)cc1)Nc1ccccc1-c1nnco1,O=C(COC(=O)COc1ccc(-c2ccccc2)cc1)Nc1ccccc1-c1nnco1,CC(CCC(C)CC1CCCCC1C1CCCC1)CCC1CCC(C2CCCCC2)CC1,ok,true,ok,467,true,false,468,
646,FXIA-GEN-010012,0021,reinvent_denovo,-7.89059,0.9428809285,6.1723899841,5.8198289871,392.908,66.48,4.074,1.0,3.0,6.0,0.0,2.069,0.0,0.145,0.198,HJVXDXIWTUXMRE-UHFFFAOYSA-N,CCN(C1CC1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C)cc2Cl)c1,CCN(C1CC1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C)cc2Cl)c1,CCN(C1CC1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C)cc2Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0021_gnina_poses.sdf,CCN(C1CC1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C)cc2Cl)c1,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)NC2CC2)c1,CC(CC1CCCCC1)C1CCCC(C(C)(C)CC2CC2)C1,ok,true,ok,468,true,false,469,
649,FXIA-GEN-025003,0051,reinvent_denovo,-9.14605,0.9428021908,6.2776761055,5.9186067581,387.775,94.84,3.668,1.0,6.0,5.0,0.0,2.025,0.0,0.148,0.178,RDLSDOXOPYEWAD-UHFFFAOYSA-N,COC(=O)c1ccc(NC(=O)COC(=O)c2cc3ccccc3o2)c(Cl)c1,COC(=O)c1ccc(NC(=O)COC(=O)c2cc3ccccc3o2)c(Cl)c1,COC(=O)c1ccc(NC(=O)COC(=O)c2cc3ccccc3o2)c(Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,COC(=O)c1ccc(NC(=O)COC(=O)c2cc3ccccc3o2)c(Cl)c1,O=C(COC(=O)c1cc2ccccc2o1)Nc1ccccc1,CC(CCC(C)C1CC2CCCCC2C1)CC1CCCCC1,ok,true,ok,469,true,false,470,
650,FXIA-GEN-024809,0050,reinvent_denovo,-7.23264,0.9428005219,6.1648168564,5.81219244,376.257,115.28,1.992,3.0,5.0,4.0,0.0,2.385,0.0,0.117,0.125,RAIXTKIXOAAUDG-UHFFFAOYSA-N,NC(=O)c1sccc1NS(=O)(=O)c1ccc(Br)c(N)c1,NC(=O)c1sccc1NS(=O)(=O)c1ccc(Br)c(N)c1,NC(=O)c1sccc1NS(=O)(=O)c1ccc(Br)c(N)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0050_gnina_poses.sdf,NC(=O)c1sccc1NS(=O)(=O)c1ccc(Br)c(N)c1,O=S(=O)(Nc1ccsc1)c1ccccc1,CC(C)(CC1CCCC1)C1CCCCC1,ok,true,ok,470,true,false,471,
651,FXIA-GEN-003185,0007,reinvent_denovo,-7.51737,0.9427736998,7.0688538551,6.6643295288,478.387,74.94,3.721,0.0,6.0,7.0,0.0,3.712,0.0,0.125,0.153,CBLHRSFBWFZALN-UHFFFAOYSA-N,CCc1nn(C)c(CC2CC(OCc3ccc(OC)cc3)=NCC2C(=O)OC)c1Br,CCc1nn(C)c(CC2CC(OCc3ccc(OC)cc3)=NCC2C(=O)OC)c1Br,CCc1nn(C)c(CC2CC(OCc3ccc(OC)cc3)=NCC2C(=O)OC)c1Br,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,CCc1nn(C)c(CC2CC(OCc3ccc(OC)cc3)=NCC2C(=O)OC)c1Br,c1ccc(COC2=NCCC(Cc3ccn[nH]3)C2)cc1,C1CCC(CCC2CCCC(CC3CCCC3)C2)CC1,ok,true,ok,471,true,false,472,
652,FXIA-GEN-004010,0009,reinvent_denovo,-8.16563,0.9427486658,6.2037563324,5.8485832214,384.461,88.33,3.597,1.0,6.0,7.0,0.0,2.281,0.0,0.115,0.158,CPFUUMHFTUIENS-UHFFFAOYSA-N,CCCN(CC(=O)Nc1nnc(-c2ccc(C)cc2)s1)C(=O)c1ccco1,CCCN(CC(=O)Nc1nnc(-c2ccc(C)cc2)s1)C(=O)c1ccco1,CCCN(CC(=O)Nc1nnc(-c2ccc(C)cc2)s1)C(=O)c1ccco1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0009_gnina_poses.sdf,CCCN(CC(=O)Nc1nnc(-c2ccc(C)cc2)s1)C(=O)c1ccco1,O=C(CNC(=O)c1ccco1)Nc1nnc(-c2ccccc2)s1,CC(CCC(C)C1CCCC1)CC1CCC(C2CCCCC2)C1,ok,true,ok,472,true,false,473,
654,FXIA-GEN-002938,0006,reinvent_denovo,-9.047,0.9426604509,6.7230124474,6.3375177383,406.438,89.79,2.98,2.0,5.0,6.0,0.0,3.1,0.0,0.087,0.138,BXQFCGWUFNPGEY-UHFFFAOYSA-N,O=C(O)Cc1c(C(=O)C2CCCN2)c2ccccc2n1Cc1ccc2c(c1)OCO2,O=C(O)Cc1c(C(=O)C2CCCN2)c2ccccc2n1Cc1ccc2c(c1)OCO2,O=C(O)Cc1c(C(=O)C2CCCN2)c2ccccc2n1Cc1ccc2c(c1)OCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0006_gnina_poses.sdf,O=C(O)Cc1c(C(=O)C2CCCN2)c2ccccc2n1Cc1ccc2c(c1)OCO2,O=C(c1cn(Cc2ccc3c(c2)OCO3)c2ccccc12)C1CCCN1,CC(C1CCCC1)C1CC(CC2CCC3CCCC3C2)C2CCCCC21,ok,true,ok,473,true,false,474,
656,FXIA-GEN-024524,0050,linkinvent,-7.78594,0.9425914884,7.1091647148,6.7010383606,449.91,106.17,4.311,3.0,6.0,10.0,0.0,3.535,0.0,0.193,0.421,QVLMSCLZDXXPHF-UHFFFAOYSA-N,Cc1cc(NCCCCC(N)C(=O)O)ccc1OC1CC(c2cccc(Cl)c2F)=NO1,Cc1cc(NCCCCC(N)C(=O)O)ccc1OC1CC(c2cccc(Cl)c2F)=NO1,Cc1cc(NCCCCC(N)C(=O)O)ccc1OC1CC(c2cccc(Cl)c2F)=NO1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0050_gnina_poses.sdf,Cc1cc(NCCCCC(N)C(=O)O)ccc1OC1CC(c2cccc(Cl)c2F)=NO1,c1ccc(OC2CC(c3ccccc3)=NO2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1,ok,true,ok,474,true,false,475,
657,FXIA-GEN-035956,0072,reinvent_denovo,-7.34393,0.942589581,7.0637526512,6.6582198143,461.436,75.27,4.649,2.0,4.0,8.0,0.0,2.682,0.0,0.168,0.196,YWFSDPROAUUKTC-UHFFFAOYSA-N,CSCCC(NS(=O)(=O)c1cc(Cl)ccc1Cl)C(=O)Nc1c(C)cccc1C,CSCCC(NS(=O)(=O)c1cc(Cl)ccc1Cl)C(=O)Nc1c(C)cccc1C,CSCCC(NS(=O)(=O)c1cc(Cl)ccc1Cl)C(=O)Nc1c(C)cccc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0072_gnina_poses.sdf,CSCCC(NS(=O)(=O)c1cc(Cl)ccc1Cl)C(=O)Nc1c(C)cccc1C,O=C(CNS(=O)(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,475,true,false,476,
658,FXIA-GEN-009182,0019,reinvent_denovo,-6.65276,0.9425550699,5.8485951424,5.5126228333,356.422,67.87,2.877,1.0,4.0,8.0,0.0,2.0,0.0,0.16,0.16,GWKJGIQFLZAZRI-UHFFFAOYSA-N,CCCNC(=O)CN(C(=O)c1ccccc1OC)c1ccccc1OC,CCCNC(=O)CN(C(=O)c1ccccc1OC)c1ccccc1OC,CCCNC(=O)CN(C(=O)c1ccccc1OC)c1ccccc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0019_gnina_poses.sdf,CCCNC(=O)CN(C(=O)c1ccccc1OC)c1ccccc1OC,O=C(Nc1ccccc1)c1ccccc1,CC(CC1CCCCC1)C1CCCCC1,ok,true,ok,476,true,false,477,
